Airline,Dep_Airport,Arr_Airport,Scheduled_Departure,Dep_Temp,Dep_Humidity,Dep_Weather,Dep_WindSpeed,Dep_Visibility,Dep_RainfallRate,Dep_SnowAccumulation,Arr_Temp,Arr_Humidity,Arr_Weather,Arr_WindSpeed,Arr_Visibility,Arr_RainfallRate,Arr_SnowAccumulation,Delay_Minutes,Delay_Status
Air India,BOM,LHR,08:50,42.3,57,Cloudy,48,106,26.4,4.0,44.8,44,Fog,52,100,21.6,3.8,73,1
IndiGo,DEL,BLR,07:46,23.6,43,Rain,10,7806,1.1,0.6,-7.0,100,Fog,23,6847,2.1,0.5,0,0
Emirates,JFK,DEL,15:31,-26.7,31,Sunny,60,277,28.3,3.6,42.3,97,Snow,54,321,21.5,2.7,25,1
Emirates,LHR,DXB,10:07,27.9,91,Storm,13,9361,1.4,0.1,23.9,32,Cloudy,1,9253,5.1,0.6,0,0
IndiGo,DEL,BLR,02:52,44.7,58,Sunny,60,466,21.7,3.4,43.7,95,Rain,55,629,27.1,4.3,66,1
Emirates,DEL,BLR,01:34,4.8,57,Snow,12,9100,7.0,0.4,8.7,34,Cloudy,22,6390,8.6,0.1,0,0
British Airways,JFK,BOM,09:24,44.0,32,Cloudy,56,332,27.7,2.9,45.8,44,Rain,55,223,21.4,3.3,103,1
British Airways,DXB,BLR,17:30,9.1,96,Snow,18,2339,9.2,0.3,7.3,61,Fog,5,7910,5.1,0.2,0,0
Air India,DEL,JFK,19:35,44.5,43,Sunny,48,533,22.5,2.7,41.3,43,Rain,49,499,27.4,4.0,79,1
IndiGo,BLR,LHR,01:28,13.8,42,Sunny,1,3168,6.4,0.6,19.1,84,Rain,18,4407,5.8,0.1,0,0
Emirates,BLR,LHR,11:51,44.3,65,Sunny,48,307,22.8,4.1,42.1,84,Fog,52,670,24.6,3.5,106,1
British Airways,BOM,DXB,19:11,23.9,62,Cloudy,2,4726,5.7,0.2,18.5,94,Snow,11,6567,7.9,0.3,0,0
Air India,DEL,JFK,06:43,-23.4,73,Sunny,41,391,27.1,4.8,-27.6,66,Rain,45,548,29.1,5.0,72,1
Air India,BLR,BOM,03:07,21.3,33,Snow,2,3588,8.2,0.9,26.0,63,Storm,18,6243,5.1,0.4,0,0
IndiGo,BLR,DXB,05:50,-23.9,56,Cloudy,53,129,27.1,4.0,44.4,56,Storm,56,230,28.7,4.5,69,1
Air India,BOM,BLR,10:28,-9.4,56,Snow,8,4202,3.9,0.3,29.1,36,Snow,24,3792,0.5,0.2,0,0
Emirates,JFK,BOM,16:51,-24.4,55,Cloudy,58,678,24.0,4.5,41.4,77,Rain,60,640,21.3,3.2,109,1
IndiGo,LHR,BLR,18:02,11.3,66,Cloudy,18,4629,2.0,0.4,-0.0,49,Storm,22,2970,7.3,0.7,0,0
British Airways,LHR,JFK,14:46,-21.7,85,Fog,58,242,25.4,3.0,-26.1,32,Fog,56,153,23.8,4.5,110,1
IndiGo,LHR,DXB,00:30,21.9,91,Cloudy,15,5511,1.6,0.9,16.6,59,Snow,10,9213,1.1,0.8,0,0
British Airways,BLR,JFK,01:53,-24.4,97,Cloudy,58,622,27.9,3.4,-25.8,58,Sunny,57,142,24.1,3.4,43,1
SpiceJet,BOM,DXB,14:22,19.3,56,Fog,5,9214,4.4,0.6,26.1,73,Rain,6,2636,8.0,0.9,0,0
Emirates,DXB,JFK,11:11,-27.1,87,Sunny,41,697,27.0,3.4,41.4,37,Sunny,53,281,22.3,4.3,69,1
SpiceJet,LHR,BLR,23:48,15.6,44,Sunny,20,6103,4.7,0.6,22.6,86,Snow,2,5184,8.6,0.6,0,0
SpiceJet,LHR,DEL,10:17,-25.2,51,Sunny,56,296,29.9,2.9,-25.9,33,Cloudy,47,206,29.0,3.4,81,1
Emirates,DEL,BLR,19:25,8.0,80,Rain,24,9963,3.7,0.5,14.0,52,Storm,7,9940,0.2,0.2,0,0
British Airways,DXB,LHR,07:43,45.0,96,Cloudy,60,508,26.4,4.6,-29.8,76,Storm,43,192,26.8,4.9,64,1
British Airways,DEL,BLR,08:22,0.6,98,Sunny,25,5889,3.8,0.3,-8.0,84,Rain,16,2330,6.3,1.0,0,0
IndiGo,JFK,BOM,11:19,42.0,54,Sunny,58,393,29.9,3.1,42.5,82,Sunny,57,180,24.2,4.7,87,1
Emirates,BOM,BLR,17:32,3.1,94,Rain,13,5003,6.1,0.3,9.4,37,Rain,7,9233,4.1,0.6,0,0
Emirates,LHR,DEL,23:47,-28.3,73,Fog,56,428,24.4,2.7,44.8,81,Fog,46,674,24.2,4.5,88,1
Air India,BOM,DEL,17:28,22.5,56,Sunny,2,7294,8.4,0.7,14.9,69,Cloudy,1,9937,2.6,1.0,0,0
IndiGo,BLR,JFK,04:04,41.1,92,Rain,42,461,27.6,3.9,44.6,50,Cloudy,53,579,24.3,3.6,110,1
SpiceJet,JFK,BLR,05:38,25.7,58,Cloudy,9,6814,0.4,0.0,-9.8,57,Snow,18,2427,7.2,0.8,0,0
British Airways,LHR,BOM,06:38,-29.5,31,Snow,41,249,22.0,2.8,44.6,99,Rain,60,221,27.8,2.7,84,1
British Airways,DXB,JFK,05:37,27.6,92,Cloudy,7,7131,6.9,0.0,11.1,81,Sunny,27,4162,2.2,0.7,0,0
SpiceJet,DEL,JFK,18:16,-21.6,98,Cloudy,44,341,21.1,4.1,45.6,64,Fog,48,489,25.9,4.9,54,1
Air India,LHR,BOM,22:53,-7.9,91,Snow,30,8816,3.0,0.8,22.2,57,Fog,11,6967,9.3,0.9,0,0
SpiceJet,DXB,DEL,22:24,-29.1,57,Sunny,52,538,22.9,4.5,44.8,49,Cloudy,42,329,28.1,3.3,98,1
Emirates,LHR,DXB,23:09,-9.4,49,Sunny,24,4109,7.6,0.9,13.4,73,Fog,6,5364,0.3,0.3,0,0
Air India,DEL,JFK,09:28,45.8,46,Snow,48,680,21.3,4.7,-22.1,86,Snow,60,204,24.8,2.6,49,1
Emirates,JFK,BLR,14:56,-8.3,65,Storm,26,5613,0.2,1.0,15.6,70,Snow,14,3434,7.1,0.6,0,0
Air India,LHR,BOM,00:49,-28.0,56,Sunny,49,248,25.7,2.8,-24.2,73,Storm,46,453,27.1,4.0,62,1
IndiGo,JFK,LHR,14:31,-3.6,77,Cloudy,26,6113,1.5,0.3,25.7,91,Snow,11,3173,4.5,0.7,0,0
IndiGo,DXB,DEL,04:44,-29.6,65,Sunny,54,560,25.7,2.9,-26.5,99,Cloudy,51,688,29.7,3.8,81,1
SpiceJet,BOM,JFK,03:04,27.3,48,Cloudy,4,6345,6.9,0.6,0.2,69,Cloudy,22,9269,6.8,0.6,0,0
Air India,DEL,DXB,22:35,44.6,42,Cloudy,51,597,25.0,3.9,44.4,74,Storm,50,160,26.6,3.6,118,1
Emirates,LHR,DXB,03:55,5.3,70,Rain,7,2108,4.6,0.4,22.4,78,Fog,4,7556,7.1,0.3,0,0
British Airways,BLR,LHR,02:23,-22.8,47,Snow,46,473,29.1,3.9,-21.8,60,Snow,45,386,29.8,4.8,31,1
Emirates,BOM,LHR,14:48,9.5,36,Cloudy,20,3730,7.8,0.2,1.5,53,Cloudy,17,5691,0.6,0.9,0,0
Emirates,JFK,LHR,11:24,43.2,96,Storm,43,291,26.6,4.3,-21.4,85,Snow,41,605,24.8,3.3,64,1
Emirates,LHR,BOM,13:41,9.2,62,Fog,10,5109,2.5,0.5,7.3,43,Storm,2,2680,7.6,0.8,0,0
IndiGo,DEL,JFK,19:16,-27.8,95,Storm,56,389,23.5,4.9,-24.1,80,Fog,48,310,23.7,2.8,105,1
SpiceJet,DEL,LHR,10:43,-1.2,66,Sunny,27,6589,9.6,0.1,6.8,87,Sunny,6,2642,1.6,0.7,0,0
Emirates,DXB,BLR,13:30,43.1,48,Sunny,45,124,26.7,4.3,46.0,84,Fog,42,440,27.2,3.5,39,1
SpiceJet,BOM,BLR,14:42,-9.4,98,Rain,6,5729,4.5,0.9,-6.4,94,Cloudy,25,7189,7.3,1.0,0,0
Emirates,BOM,BLR,05:19,-27.8,36,Cloudy,49,179,22.6,3.9,45.4,46,Storm,44,110,26.3,4.0,99,1
Air India,JFK,BOM,18:58,29.3,49,Cloudy,19,3606,8.2,0.8,-2.2,33,Rain,15,6515,9.1,0.7,0,0
Air India,BOM,DXB,02:29,42.7,100,Rain,47,385,24.7,3.8,-21.2,97,Storm,43,450,22.5,4.5,30,1
IndiGo,DEL,DXB,22:37,22.8,81,Storm,24,8670,1.5,0.9,13.7,76,Snow,24,8459,5.0,0.8,0,0
British Airways,DXB,BOM,22:49,43.1,92,Sunny,41,680,25.9,4.1,-27.6,55,Snow,56,666,24.6,4.4,76,1
SpiceJet,DEL,BOM,01:23,-0.3,62,Rain,17,6111,1.2,0.7,24.8,42,Rain,10,9481,1.1,0.5,0,0
British Airways,LHR,DEL,17:29,45.1,84,Cloudy,59,589,27.2,2.8,-27.8,84,Sunny,52,356,25.4,2.7,72,1
British Airways,LHR,DEL,17:23,6.9,73,Sunny,16,2201,2.8,0.6,16.0,72,Rain,17,5485,3.8,0.2,0,0
Emirates,BLR,DEL,10:05,-21.4,67,Rain,51,659,24.5,3.5,-25.6,69,Snow,47,695,23.3,4.0,54,1
IndiGo,LHR,DEL,11:39,1.7,37,Cloudy,22,9172,9.7,0.3,26.6,80,Snow,14,7593,2.5,0.6,0,0
Emirates,JFK,BOM,01:53,-26.0,39,Rain,60,605,23.6,4.9,42.4,35,Storm,54,391,29.4,3.6,68,1
SpiceJet,BOM,JFK,23:21,23.6,64,Cloudy,5,7721,1.2,0.8,13.2,91,Storm,29,3448,4.3,1.0,0,0
IndiGo,DXB,DEL,05:50,43.2,61,Cloudy,55,119,22.7,3.0,45.9,95,Snow,58,350,23.0,3.1,35,1
SpiceJet,JFK,DEL,10:12,20.2,53,Snow,9,6830,4.1,0.1,27.4,37,Rain,18,6785,8.6,0.7,0,0
British Airways,BOM,BLR,00:43,-27.9,35,Cloudy,42,216,21.3,4.9,-26.6,82,Cloudy,51,418,23.2,3.7,74,1
British Airways,BOM,DXB,02:50,-8.3,84,Cloudy,9,7152,6.4,0.6,6.5,94,Sunny,16,7063,0.6,0.3,0,0
Emirates,DXB,DEL,08:56,-25.6,94,Sunny,58,185,29.3,4.9,-24.6,41,Sunny,56,255,26.7,3.8,86,1
Emirates,BLR,JFK,10:11,16.9,89,Sunny,22,4929,8.3,0.6,15.9,94,Rain,25,7154,7.2,0.5,0,0
Emirates,DEL,BOM,04:22,44.9,69,Fog,50,642,23.1,3.7,41.6,80,Rain,59,395,26.2,4.7,29,1
IndiGo,JFK,DEL,01:30,7.8,60,Rain,5,9550,4.9,0.1,18.2,32,Sunny,9,5513,8.6,0.5,0,0
Air India,BOM,LHR,15:30,42.9,91,Cloudy,57,465,23.8,3.6,43.3,93,Fog,58,214,23.2,3.2,119,1
Air India,JFK,BOM,11:29,20.4,73,Cloudy,22,9221,2.8,0.6,15.1,55,Snow,22,6748,8.5,0.5,0,0
SpiceJet,BLR,BOM,02:26,45.6,87,Snow,55,125,21.3,2.9,42.3,87,Fog,51,168,26.8,3.5,96,1
Emirates,JFK,DXB,21:33,-6.5,72,Storm,13,3785,2.5,0.7,14.3,44,Storm,20,7912,1.7,0.3,0,0
Emirates,DXB,BLR,08:37,-29.8,64,Storm,59,256,22.4,4.5,-23.0,36,Snow,47,691,29.9,4.8,24,1
IndiGo,BOM,JFK,23:35,8.8,57,Rain,14,6971,8.5,1.0,19.1,47,Fog,7,3522,6.6,0.0,0,0
British Airways,DXB,BLR,22:57,41.3,30,Storm,56,391,25.3,2.8,45.6,52,Sunny,51,327,28.0,2.6,120,1
IndiGo,JFK,DEL,06:12,17.7,83,Storm,13,7003,1.8,0.9,12.3,70,Fog,2,7689,3.9,0.2,0,0
Air India,DXB,DEL,03:38,42.9,49,Storm,42,179,28.3,3.2,-21.7,86,Snow,51,319,29.1,3.0,97,1
SpiceJet,DXB,JFK,08:37,-4.6,58,Snow,16,5831,5.0,0.5,21.3,72,Storm,12,3708,4.7,0.0,0,0
IndiGo,JFK,DEL,15:19,41.7,30,Cloudy,49,683,22.3,3.3,45.1,74,Snow,53,563,26.6,3.4,35,1
IndiGo,DEL,BOM,16:46,18.5,41,Snow,3,7855,1.3,0.9,-7.9,61,Rain,11,6838,5.8,0.5,0,0
British Airways,DEL,JFK,02:09,44.2,56,Cloudy,44,260,25.6,3.7,43.7,68,Sunny,46,630,22.3,3.0,58,1
British Airways,BLR,JFK,12:30,7.3,96,Fog,4,3025,8.4,0.0,-1.7,70,Cloudy,18,6541,0.4,0.2,0,0
SpiceJet,BLR,JFK,14:16,41.0,36,Rain,58,663,21.5,3.9,-25.2,66,Rain,51,195,27.7,4.3,108,1
Air India,BOM,DXB,11:27,19.7,98,Sunny,25,8742,1.5,0.0,21.3,54,Rain,13,3921,9.9,1.0,0,0
Emirates,DEL,DXB,04:25,41.4,58,Cloudy,55,598,27.2,4.1,43.1,70,Rain,56,309,27.7,4.6,110,1
British Airways,DEL,BLR,19:10,15.3,74,Rain,2,7899,0.3,0.5,13.7,49,Fog,16,7946,2.5,0.9,0,0
SpiceJet,LHR,JFK,05:03,-23.5,89,Sunny,57,690,21.4,3.7,41.3,32,Snow,41,197,28.6,4.4,106,1
Air India,JFK,BOM,11:36,14.4,91,Snow,17,8113,1.2,0.9,18.1,98,Snow,12,7285,9.7,0.6,0,0
IndiGo,LHR,BLR,02:04,42.9,48,Fog,57,146,23.5,4.9,-21.5,66,Sunny,42,221,23.9,4.9,64,1
IndiGo,DEL,BLR,13:03,14.4,92,Fog,17,6842,2.0,0.4,-9.4,38,Storm,9,3449,1.4,0.1,0,0
British Airways,DXB,DEL,08:13,-26.3,38,Storm,52,531,24.1,3.9,-26.0,38,Fog,46,262,23.5,2.6,67,1
IndiGo,DXB,BOM,22:06,10.2,44,Sunny,28,8518,4.8,1.0,1.4,43,Fog,7,8963,8.4,0.4,0,0
Emirates,BLR,DEL,05:01,41.5,57,Sunny,45,443,25.5,3.9,42.5,97,Snow,49,624,21.5,2.7,30,1
Air India,BOM,JFK,08:03,27.4,58,Sunny,27,9351,4.6,0.7,6.7,90,Cloudy,13,8099,0.6,0.8,0,0
Air India,LHR,DXB,12:48,-24.2,59,Rain,59,137,28.2,3.4,-29.7,39,Sunny,45,254,25.2,4.4,47,1
SpiceJet,DEL,LHR,19:31,-3.9,94,Rain,18,4984,1.3,0.2,29.2,31,Fog,11,8779,2.7,0.5,0,0
SpiceJet,JFK,BLR,03:37,-22.1,86,Cloudy,48,421,26.2,4.9,44.9,96,Storm,57,119,26.3,4.4,33,1
Emirates,BOM,LHR,01:28,9.6,59,Fog,24,7852,4.9,0.5,-7.7,53,Storm,21,2875,8.9,0.1,0,0
IndiGo,BLR,DXB,02:12,44.7,76,Sunny,50,517,25.4,3.4,-22.2,81,Fog,44,345,24.9,3.3,26,1
IndiGo,JFK,DXB,12:33,7.1,96,Sunny,10,3636,5.5,0.5,-4.1,39,Cloudy,22,5333,8.9,0.7,0,0
SpiceJet,JFK,BLR,22:24,-23.6,68,Storm,56,499,26.9,4.9,-23.4,48,Fog,42,210,26.6,3.8,26,1
Emirates,DEL,JFK,15:37,11.0,33,Rain,21,8771,8.3,0.6,13.0,76,Cloudy,26,7927,2.1,0.1,0,0
SpiceJet,LHR,DEL,13:12,44.7,85,Sunny,58,252,29.0,2.7,-28.2,63,Rain,42,369,22.6,3.4,24,1
SpiceJet,BLR,DXB,08:04,28.3,65,Rain,13,3188,5.7,0.3,27.2,55,Rain,5,4916,6.1,0.2,0,0
British Airways,BLR,DEL,04:07,43.0,33,Storm,53,624,24.1,3.3,-26.6,52,Cloudy,51,578,22.7,3.9,107,1
IndiGo,BOM,DXB,03:38,14.9,85,Fog,15,8599,3.6,0.3,7.6,61,Cloudy,22,4729,1.7,1.0,0,0
Emirates,DEL,BLR,19:06,-23.2,78,Sunny,49,188,25.1,4.8,-24.5,32,Fog,48,143,23.2,3.0,85,1
Air India,DXB,DEL,09:40,5.4,89,Cloudy,20,3039,4.4,0.6,2.8,90,Cloudy,9,9325,4.9,0.2,0,0
SpiceJet,BLR,DXB,18:39,43.1,59,Snow,42,441,24.3,2.8,44.8,52,Sunny,50,421,25.7,2.9,75,1
British Airways,DXB,DEL,17:56,24.7,33,Rain,5,2297,2.1,0.5,13.7,79,Snow,13,3052,4.4,0.3,0,0
IndiGo,BLR,DEL,03:38,-23.6,44,Cloudy,48,335,27.9,3.0,45.8,31,Cloudy,51,211,25.1,4.2,89,1
Emirates,BOM,DEL,18:06,20.0,88,Snow,16,2002,4.3,0.0,26.4,36,Rain,6,9108,4.1,0.2,0,0
SpiceJet,LHR,BOM,14:09,43.3,85,Sunny,41,206,29.9,2.6,-23.6,86,Cloudy,48,319,28.9,4.5,27,1
Emirates,BLR,DXB,04:10,28.7,48,Cloudy,14,5961,8.4,0.9,7.6,32,Fog,9,6792,9.8,0.2,0,0
Air India,DXB,LHR,04:10,45.4,33,Rain,50,210,23.0,3.4,-21.1,91,Sunny,56,653,25.8,3.0,43,1
SpiceJet,BLR,JFK,09:40,-0.7,71,Rain,10,7688,9.4,0.9,18.2,68,Snow,26,4923,3.9,0.4,0,0
Air India,DEL,DXB,00:07,45.3,52,Fog,53,285,24.3,4.0,42.2,32,Sunny,52,397,21.4,3.6,20,1
SpiceJet,BOM,LHR,21:27,-1.4,45,Sunny,13,6422,8.0,0.1,9.9,55,Cloudy,25,2098,0.9,0.1,0,0
IndiGo,BLR,LHR,18:33,44.5,30,Fog,42,355,22.6,4.0,-23.0,70,Fog,52,493,27.0,4.1,62,1
Emirates,LHR,JFK,08:12,3.4,74,Storm,0,6061,9.3,0.4,25.0,76,Snow,7,8015,7.3,0.4,0,0
IndiGo,DXB,LHR,20:12,-21.7,56,Storm,49,342,22.7,4.6,41.6,83,Sunny,43,644,29.6,3.7,95,1
British Airways,DXB,BLR,19:19,6.2,62,Cloudy,23,9746,1.0,1.0,15.7,39,Cloudy,3,5135,6.9,0.9,0,0
IndiGo,BOM,DEL,17:22,42.2,44,Fog,60,204,28.6,4.1,-22.1,39,Cloudy,50,697,23.5,4.2,103,1
IndiGo,JFK,BOM,07:14,6.9,66,Cloudy,3,8455,0.2,1.0,23.0,63,Fog,15,9008,4.7,0.6,0,0
Air India,BOM,BLR,21:05,41.0,74,Storm,49,658,21.6,3.9,45.6,35,Fog,48,461,29.3,4.2,26,1
SpiceJet,DXB,BOM,01:00,3.5,45,Snow,15,5232,0.1,0.4,-1.0,36,Rain,16,7775,1.8,0.8,0,0
IndiGo,BLR,BOM,20:01,43.7,89,Cloudy,60,497,28.0,4.4,-27.7,33,Cloudy,44,125,24.5,4.2,88,1
SpiceJet,DXB,DEL,23:14,19.6,69,Storm,0,5686,9.0,1.0,0.4,100,Cloudy,7,7434,4.4,0.3,0,0
Emirates,LHR,BOM,18:39,42.8,33,Sunny,54,599,25.3,4.9,42.0,55,Storm,58,560,29.0,4.7,67,1
British Airways,DEL,BLR,10:50,14.7,46,Fog,14,5197,5.1,0.3,5.0,60,Storm,12,9140,8.7,0.9,0,0
British Airways,BLR,JFK,14:44,43.7,77,Fog,45,266,23.3,3.2,42.9,48,Fog,55,201,22.5,4.5,38,1
Air India,DXB,BLR,07:23,-0.9,63,Rain,0,8651,2.9,0.2,-1.8,30,Fog,13,9255,3.6,0.1,0,0
IndiGo,LHR,DXB,00:40,45.7,66,Rain,53,101,21.6,4.6,44.1,39,Fog,43,126,21.7,3.4,100,1
SpiceJet,BLR,DXB,06:09,-1.0,70,Sunny,6,6920,4.9,0.7,2.3,69,Cloudy,9,7522,7.7,0.5,0,0
Emirates,DXB,BOM,04:35,-28.1,54,Fog,45,273,27.4,3.8,44.8,40,Sunny,51,436,21.8,3.8,32,1
IndiGo,JFK,BOM,05:23,21.0,70,Storm,28,2532,4.3,0.5,29.5,60,Snow,30,5404,1.0,0.2,0,0
SpiceJet,DXB,DEL,17:56,-26.8,74,Rain,51,198,25.8,3.4,43.3,50,Cloudy,46,608,22.0,4.0,49,1
Air India,BLR,LHR,22:42,28.2,42,Fog,21,3279,9.6,0.9,2.0,53,Rain,9,6754,6.6,0.8,0,0
SpiceJet,LHR,JFK,20:35,-22.1,55,Cloudy,46,151,22.1,3.8,45.9,96,Fog,49,565,29.4,3.7,84,1
SpiceJet,BOM,BLR,00:46,16.8,35,Snow,8,6025,9.6,0.0,24.6,76,Snow,28,2919,5.0,0.4,0,0
Air India,DXB,BOM,18:23,-27.0,98,Sunny,48,367,29.1,4.1,-27.5,48,Snow,57,182,25.1,4.0,85,1
SpiceJet,BOM,LHR,17:03,2.8,81,Sunny,18,3084,9.4,0.9,19.6,85,Snow,5,9795,9.2,0.4,0,0
Air India,BLR,BOM,21:17,41.0,87,Storm,42,257,29.9,3.3,43.0,70,Cloudy,56,263,22.7,3.0,87,1
British Airways,BLR,DEL,18:59,6.7,38,Storm,16,9107,8.7,0.7,16.6,39,Cloudy,3,3831,9.5,0.7,0,0
IndiGo,DEL,BLR,11:46,-26.5,48,Storm,51,500,22.1,3.0,43.7,35,Storm,58,628,25.2,4.6,41,1
IndiGo,DEL,BOM,11:10,-8.4,74,Storm,19,2118,3.4,0.4,25.8,31,Cloudy,10,5169,5.4,0.9,0,0
SpiceJet,LHR,BLR,09:27,43.3,64,Snow,50,359,24.0,2.8,-23.6,36,Fog,48,318,28.8,3.9,25,1
IndiGo,DEL,BLR,03:15,26.2,57,Fog,24,4680,9.9,0.0,-4.7,71,Storm,28,3307,9.6,0.3,0,0
IndiGo,JFK,DEL,06:39,-26.7,98,Snow,51,593,22.4,3.2,-29.8,85,Storm,55,250,21.1,3.9,54,1
Air India,BLR,JFK,22:52,23.3,75,Storm,26,2757,4.0,0.2,16.6,53,Sunny,22,4221,2.0,0.6,0,0
Emirates,LHR,BLR,09:08,-28.5,85,Fog,41,600,24.4,4.8,45.3,91,Sunny,44,422,29.4,5.0,42,1
IndiGo,DXB,JFK,23:48,6.2,38,Snow,7,4405,7.4,0.0,-0.0,65,Storm,6,5678,2.7,0.1,0,0
Emirates,BLR,BOM,00:57,-23.1,72,Fog,49,446,24.1,4.1,44.4,43,Snow,42,625,22.9,3.5,32,1
Emirates,BLR,DEL,18:52,15.4,40,Cloudy,22,2942,8.8,0.3,27.6,75,Rain,2,5991,9.9,0.7,0,0
British Airways,BOM,DEL,20:58,-29.8,88,Cloudy,45,512,29.4,3.1,43.5,90,Sunny,48,690,22.1,4.7,118,1
SpiceJet,BLR,LHR,01:20,20.8,85,Sunny,24,3953,8.6,0.8,1.6,50,Sunny,18,8342,7.5,0.6,0,0
Air India,DXB,JFK,20:45,41.9,100,Rain,46,595,23.4,3.8,-27.5,62,Rain,51,645,26.2,3.0,45,1
Air India,DXB,DEL,09:42,28.5,98,Snow,11,6991,1.4,0.9,2.6,74,Fog,3,7300,1.2,0.9,0,0
SpiceJet,DXB,JFK,06:51,-26.2,39,Rain,45,634,23.7,4.7,-26.3,82,Rain,52,149,21.1,3.9,100,1
IndiGo,LHR,DXB,18:08,16.2,39,Storm,25,6682,0.9,0.4,-7.7,44,Cloudy,6,2282,2.7,0.2,0,0
Air India,JFK,BOM,13:08,-29.7,32,Snow,49,515,21.1,3.9,41.2,44,Snow,47,248,28.7,2.9,40,1
British Airways,DXB,BOM,21:45,21.9,81,Snow,27,7211,1.8,0.8,20.7,99,Rain,11,9342,8.0,0.1,0,0
Emirates,BLR,DEL,14:08,-29.7,80,Fog,42,551,22.0,3.4,44.8,78,Fog,50,431,28.0,4.8,94,1
IndiGo,LHR,BOM,11:58,18.9,50,Snow,23,8856,9.9,0.5,-4.2,71,Snow,30,7571,1.3,0.8,0,0
British Airways,JFK,DXB,18:06,-26.4,69,Cloudy,48,290,26.2,2.8,41.4,41,Sunny,43,181,27.3,3.3,111,1
Air India,DXB,DEL,12:30,5.3,89,Rain,5,7653,2.6,0.6,25.5,78,Fog,19,2606,9.2,0.6,0,0
Air India,JFK,BLR,13:53,41.9,46,Storm,43,168,22.4,4.8,44.1,43,Snow,51,161,24.7,4.0,85,1
Emirates,LHR,BOM,01:04,11.5,38,Storm,3,9489,6.4,0.8,18.0,82,Snow,14,8093,0.1,0.6,0,0
Air India,LHR,DXB,02:44,-28.6,44,Rain,59,268,22.4,4.3,-26.7,79,Snow,46,227,29.0,2.8,71,1
Emirates,LHR,BLR,16:26,18.0,30,Sunny,28,5180,3.1,0.1,19.9,61,Sunny,11,6064,7.8,0.7,0,0
SpiceJet,JFK,LHR,20:52,45.2,89,Cloudy,56,665,27.2,4.7,44.7,86,Fog,47,349,23.6,5.0,24,1
British Airways,JFK,BOM,20:19,-5.2,77,Storm,10,4553,1.8,0.6,15.6,81,Snow,10,3984,8.0,0.4,0,0
British Airways,BLR,DEL,19:26,-26.1,45,Rain,46,332,22.1,2.9,43.1,63,Fog,41,493,24.6,3.5,107,1
British Airways,JFK,LHR,07:08,-8.3,89,Rain,19,5283,8.3,0.7,11.2,76,Fog,0,4389,7.6,0.4,0,0
Air India,DEL,LHR,05:29,41.0,62,Snow,57,453,23.9,3.6,41.4,91,Cloudy,55,147,24.0,3.7,117,1
Air India,DEL,BOM,03:50,23.7,66,Rain,12,9929,0.2,0.9,-1.9,81,Sunny,2,9964,1.6,0.8,0,0
Air India,LHR,JFK,07:18,-25.7,55,Rain,44,647,29.7,3.6,-27.4,45,Storm,47,394,21.2,4.0,85,1
British Airways,DXB,BLR,06:41,28.0,85,Storm,5,3692,5.7,0.2,23.0,54,Snow,23,5272,2.5,0.5,0,0
SpiceJet,BLR,DEL,08:48,41.5,100,Cloudy,55,213,25.6,2.6,45.6,40,Storm,50,680,25.7,4.4,77,1
British Airways,DEL,DXB,17:42,16.9,43,Storm,7,9504,4.1,0.9,28.4,39,Fog,26,4435,7.9,1.0,0,0
Emirates,DXB,BLR,12:25,-22.5,85,Rain,56,118,24.2,2.7,42.2,95,Snow,43,231,22.3,4.5,99,1
Air India,LHR,DXB,17:14,16.6,55,Fog,27,5668,3.7,1.0,-5.4,73,Cloudy,8,2139,0.9,0.3,0,0
Air India,JFK,BLR,16:56,-25.5,44,Rain,42,239,22.0,4.4,45.6,40,Rain,46,696,27.8,4.9,110,1
British Airways,DEL,BLR,10:47,-2.0,87,Cloudy,10,8039,0.2,0.3,9.2,44,Storm,25,4573,9.9,0.3,0,0
Emirates,LHR,DXB,18:45,-24.5,65,Sunny,53,328,27.8,3.2,43.3,80,Storm,54,651,24.0,2.8,70,1
IndiGo,BOM,LHR,21:25,-5.4,86,Cloudy,0,4549,4.7,0.6,24.2,40,Storm,22,8658,3.1,0.5,0,0
IndiGo,JFK,BLR,21:21,-24.9,63,Rain,50,573,21.4,3.1,-25.3,79,Snow,57,187,28.7,3.6,44,1
British Airways,LHR,JFK,23:14,-0.7,47,Sunny,20,2138,7.4,0.0,16.2,33,Sunny,13,5395,7.2,0.3,0,0
British Airways,DEL,BLR,15:27,-21.2,57,Fog,52,373,22.0,2.8,-27.6,87,Fog,58,115,26.1,4.4,93,1
Emirates,BLR,BOM,06:28,11.4,66,Fog,22,9572,8.1,0.1,-5.4,50,Storm,27,5244,4.7,0.6,0,0
Air India,BLR,DXB,09:11,-25.0,75,Snow,51,533,29.9,2.8,-29.6,80,Sunny,58,542,27.3,4.8,45,1
Air India,BOM,JFK,17:22,-6.7,36,Snow,3,4940,3.1,0.7,6.9,94,Cloudy,18,7702,9.7,0.6,0,0
Emirates,BLR,BOM,02:27,44.9,37,Sunny,53,295,26.1,4.3,-29.9,45,Cloudy,54,213,24.9,4.7,34,1
Emirates,BLR,LHR,03:04,5.4,92,Storm,10,5930,4.4,0.6,-9.0,98,Rain,30,2382,1.0,0.2,0,0
